YDH,FIDs,YDXH,YU_BI_DU,PJ_XJ,PJ_SG,SHU_G_MAX,SHU_G_MIN,XGDMJJQ,SGMJJQ,Density,AveBasalArea,AveHeight,WeightedHeight,AveAGB
4.33127E+13,150,32,0.3,61.4,38.1,43.1,35.1,39,39.1,56.59,0.31,38.1,39.02,932.26
4.33127E+13,65,12,0.5,41.2,23.8,26.1,20,24.1,23.6,99.03,0.14,23.84,24.09,383.38
4.33127E+13,129,9,0.5,42.9,27.6,33.8,21,28.6,27.4,169.77,0.15,27.6,28.6,881.36
4.33127E+13,130,10,0.7,36.7,26.3,32,16.5,26.9,26.4,339.53,0.11,26.3,26.93,1208.01
4.33127E+13,121,33,0.7,33.6,27.4,37.8,8.1,31.5,30.5,155.62,0.1,27.37,31.53,618.45
4.33127E+13,521,64,0.7,9,7.9,15.1,4.2,9.5,9.1,2249.39,0.01,7.91,9.52,267.65
4.33127E+13,512,61,0.3,14.2,13.2,16.9,6.5,14,13.8,1061.03,0.02,13.2,13.98,411.45
4.33127E+13,513,62,0.8,15,14.1,20.2,4.1,15.3,14.9,1160.06,0.02,14.15,15.34,561.31
4.33127E+13,21,57,0.7,12.9,10.9,16.7,3.9,13.5,12.7,976.15,0.02,10.85,13.5,321.72
4.33127E+13,515,71,0.7,15.2,12.6,18.4,4.7,14.6,14,947.86,0.02,12.6,14.57,465.49
4.33127E+13,15,51,0.3,24.9,17.6,23.1,4.8,19.6,18.4,367.82,0.05,17.6,19.65,610.42
4.33127E+13,17,53,0.3,19.1,17.1,27.3,10.1,18.8,18.6,763.94,0.03,17.08,18.79,669.76
4.33127E+13,23,59,0.3,23.7,14.4,20.6,4,17.2,14.5,381.97,0.05,14.37,17.23,544.47
4.33127E+13,514,70,0.5,16.5,15.5,22.8,4.5,18.2,17.2,749.8,0.02,15.47,18.18,537.66
4.33127E+13,18,60,0.4,28.4,19.9,25.7,4.8,22,20.3,254.65,0.07,19.92,21.97,615.7
4.33127E+13,24,60,0.5,26.7,19.7,25.2,7,21.5,19.7,410.27,0.06,19.75,21.53,849.92
4.33127E+13,19,61,0.8,25.1,20,24.8,13.5,20.8,20.1,452.71,0.05,19.96,20.78,757.72
4.33127E+13,20,62,0.8,20.7,16.3,24.3,6,19.8,17.8,466.85,0.04,16.3,19.82,540.62
4.33127E+13,16,52,0.7,26,20.4,24.4,7,21.8,20.6,481,0.06,20.39,21.83,928.79
4.33127E+13,501,68,0.3,16.4,9.1,11.3,4.7,9.6,9.3,381.97,0.02,9.15,9.58,114.15
4.33127E+13,505,59,0.3,15.5,9.9,14.5,4.7,11.4,10.8,481,0.02,9.9,11.45,165.96
4.33127E+13,56,54,0.4,10.2,9,12.8,4.7,9.9,9.5,1400.56,0.01,9.02,9.86,199.88
4.33127E+13,506,60,0.5,13.5,9.5,13.5,4.3,10.5,10.4,1004.44,0.02,9.48,10.53,227.03
4.33127E+13,496,66,0.7,14.3,9.1,14.4,4.2,10.2,9.6,1089.33,0.02,9.11,10.18,271.72
4.33127E+13,503,70,0.8,14.9,10.3,12.4,5.2,10.6,10.5,1202.5,0.02,10.32,10.63,279.01
4.33127E+13,504,58,0.7,15.2,10.3,13.7,4.7,11,11,947.86,0.02,10.29,10.98,265.97
4.33127E+13,499,66,0.4,13.6,10,12.8,4.8,10.2,10.2,608.33,0.02,9.96,10.22,111.22
4.33127E+13,57,61,0.3,14.6,10.9,16,7.2,12,11.4,396.12,0.02,10.86,11.96,106.41
4.33127E+13,490,64,0.3,16.3,11,17,4.1,12.9,12,580.03,0.02,11.05,12.86,229.63
4.33127E+13,494,56,0.6,13.7,9.6,16.6,4.1,11.9,10.8,1145.92,0.02,9.62,11.89,295.94
4.33127E+13,495,57,0.6,14.5,10.4,17.9,3.9,11.2,11.2,962,0.02,10.39,11.24,253.93
4.33127E+13,498,65,0.9,15.8,11.4,15,6.3,11.9,11.7,1145.92,0.02,11.41,11.94,322.08
4.33127E+13,500,67,0.8,14.1,10.4,13.1,7.2,10.7,10.5,1131.77,0.02,10.41,10.67,204.95
4.33127E+13,522,1,0.7,12.8,11.2,15.8,6.4,11.7,11.6,1117.62,0.01,11.17,11.66,174.32
4.33127E+13,523,2,0.7,14,12.4,16.5,4.3,13.1,12.8,1188.36,0.02,12.43,13.07,309.61
4.33127E+13,502,69,0.4,17.5,13.6,19.5,7.5,14.3,14.2,820.53,0.03,13.61,14.3,319.93
4.33127E+13,493,55,0.5,18.9,13.1,18.2,4.8,14.8,14.1,537.59,0.03,13.11,14.81,295.58
4.33127E+13,492,63,0.5,14.9,12.1,18.2,3.8,14.1,13.1,891.27,0.02,12.08,14.06,307.09
4.33127E+13,497,67,0.6,14.3,12.2,15.3,4,13.7,11.9,820.53,0.02,12.18,13.69,253.76
4.33127E+13,511,69,0.6,15.8,13.2,17.5,3.8,14.4,13.9,1287.39,0.02,13.17,14.43,499.77
4.33127E+13,491,65,0.7,16.4,12.1,17.7,5.2,13.8,13,1145.92,0.02,12.1,13.8,463.01
4.33127E+13,510,68,0.7,16.2,13.7,17.6,5.1,14.7,14.2,1244.95,0.02,13.69,14.72,501.8
4.33127E+13,167,53,0.3,9.1,6.4,27.2,4,16.8,13.5,495.15,0.01,6.44,16.82,117.99
4.33127E+13,168,54,0.3,8.3,5.8,17.6,3.1,9.7,6.3,424.41,0.01,5.76,9.69,41.77
4.33127E+13,169,55,0.7,11.6,9.1,24.9,4.1,16.7,13.2,537.59,0.02,9.08,16.73,217.22
4.33127E+13,81,30,0.3,24.7,12.8,20.5,9,15.1,13.2,183.91,0.06,12.84,15.11,256.84
4.33127E+13,82,31,0.3,29.8,15.7,31,9.6,16.9,17,226.35,0.08,15.66,16.92,502.22
4.33127E+13,87,36,0.4,22.3,11.8,14.5,8,12.5,12.5,198.06,0.04,11.79,12.51,179.24
4.33127E+13,83,32,0.5,30.9,13.3,18.5,9.3,13.9,12.9,198.06,0.08,13.29,13.91,370.63
4.33127E+13,166,54,0.5,25.4,15.4,24.5,4.5,18.4,16.5,339.53,0.06,15.45,18.44,557.2
4.33127E+13,153,36,0.6,16.8,15,27.1,7.8,18.2,15.4,353.68,0.03,14.97,18.2,260.22
4.33127E+13,122,34,0.4,23.5,13.2,18.3,3.7,15.6,15.3,141.47,0.05,13.15,15.55,191.7
4.33127E+13,176,41,0.7,30.7,14.6,22.4,4.5,16.8,15.9,212.21,0.08,14.61,16.79,470.58
4.33127E+13,177,42,0.8,31.1,14.5,21,7.1,16.4,14.3,212.21,0.08,14.52,16.37,438.82
4.33127E+13,188,57,0.7,22.6,13.9,20.5,0,16.5,15.8,297.09,0.05,14.57,16.53,357.21
4.33127E+13,72,21,0.4,30.3,19.8,26,10,20.9,19.9,438.56,0.08,19.81,20.86,746.34
4.33127E+13,74,23,0.2,30.9,19.3,23.5,12.5,20.4,19.8,183.91,0.08,19.34,20.36,399.5
4.33127E+13,88,37,0.3,32.2,15.2,21.5,4.5,18.2,16.9,127.32,0.11,15.19,18.18,357.75
4.33127E+13,85,34,0.7,33,17,21,6,18.2,18.1,183.91,0.1,16.96,18.17,366.23
4.33127E+13,86,35,0.6,25.9,14.4,24,6,18.4,17.5,297.09,0.06,14.45,18.37,457.56
4.33127E+13,89,38,0.7,25.3,13.6,18,7,15.9,15.3,198.06,0.06,13.57,15.9,228.9
4.33127E+13,141,23,0.7,26.2,18.6,35,13,22.1,21.4,325.38,0.06,18.59,22.09,554.34
4.33127E+13,63,10,0.7,20.5,16.8,25.6,7.4,19.1,18,1018.59,0.04,16.83,19.07,836.97
4.33127E+13,64,11,0.7,21,16,28,5.7,19.8,18.1,792.24,0.04,15.98,19.78,837.81
4.33127E+13,92,4,0.8,20.6,17.9,37.4,8.6,23.7,20,679.06,0.04,17.88,23.66,950.82
4.33127E+13,61,8,0.3,36.8,20.9,26.7,10.8,22.7,21.5,113.18,0.11,20.88,22.7,432.02
4.33127E+13,84,33,0.3,22.2,14.6,23.7,8.2,19.6,18.2,70.74,0.05,14.58,19.59,110.29
4.33127E+13,469,93,0.4,21.4,14.7,27.9,5.4,19.5,17.3,523.44,0.05,14.75,19.51,604.95
4.33127E+13,470,94,0.3,22.1,14,25.5,4.8,20,20.4,410.27,0.05,13.99,19.98,527.65
4.33127E+13,66,14,0.7,26.7,19.2,26,11.8,21.8,21,410.27,0.07,19.18,21.82,809.46
4.33127E+13,67,15,0.6,35.3,20.8,26.5,6.5,22.6,22.2,212.21,0.11,20.82,22.6,835.33
4.33127E+13,68,16,0.6,28.6,18.7,28.9,5.2,23.1,21.8,311.24,0.08,18.7,23.14,843.73
4.33127E+13,93,5,0.7,20,15.1,28.4,4,19.7,17.6,877.12,0.04,15.06,19.71,1557.8
4.33127E+13,465,89,0.2,10.6,6.8,12.2,4.2,8.7,7.8,396.12,0.01,6.77,8.73,44.48
4.33127E+13,457,1,0.5,10.1,6.4,11.3,4.6,7,6.6,481,0.01,6.44,6.95,59.98
4.33127E+13,509,73,0.6,13.5,9.7,13,2.7,10.6,9.9,537.59,0.02,9.71,10.56,106.04
4.33127E+13,519,76,0.7,14.3,9.6,13.1,4.2,10.4,9.9,679.06,0.02,9.65,10.44,151.21
4.33127E+13,160,46,0.7,14.4,12,21.2,5.3,14.6,13.5,1075.18,0.02,11.95,14.65,300.3
4.33127E+13,159,45,0.3,22.6,16.1,30.2,7.8,21.3,20.1,594.18,0.05,16.12,21.29,589.76
4.33127E+13,113,25,0.3,23.3,18.4,26.7,5.7,21.1,19,297.09,0.05,18.35,21.05,293.63
4.33127E+13,518,75,0.8,14.7,14.1,21,7,16.3,15.1,1188.36,0.02,14.06,16.31,400.07
4.33127E+13,201,47,0.3,24,16.1,27.3,5.4,20.2,18.1,551.74,0.06,16.15,20.22,626.88
4.33127E+13,115,27,0.4,23.4,19.8,30.8,9.3,23.4,22.1,452.71,0.05,19.78,23.39,430.23
4.33127E+13,164,52,0.3,32.1,19.2,27.6,4.1,23.1,21.9,212.21,0.1,19.21,23.08,448.75
4.33127E+13,22,58,0.3,26.1,19.2,25.5,6.3,21.9,21.1,297.09,0.06,19.19,21.9,492.95
4.33127E+13,468,92,0.6,19.1,14.2,26.9,5.1,19.9,16.2,537.59,0.04,14.21,19.9,399.22
4.33127E+13,474,98,0.7,19,11.4,23.5,3.6,17.7,14.4,523.44,0.04,11.39,17.65,401.37
4.33127E+13,145,27,0.5,36.8,26.3,34.7,10.5,28.3,28.3,226.35,0.11,26.28,28.31,570.9
4.33127E+13,472,96,0.2,10.9,6.8,12.7,2.7,8.5,7.1,438.56,0.01,6.77,8.53,53.47
4.33127E+13,464,88,0.4,7.3,6.5,9.3,3.5,7,7.1,749.8,0,6.52,7.02,40.69
4.33127E+13,180,45,0.5,11.8,8.2,22.4,4.5,13.2,10.5,353.68,0.02,8.24,13.24,85.26
4.33127E+13,185,50,0.6,11.3,8.3,12.8,5,9.8,8.8,622.47,0.01,8.29,9.77,97.64
4.33127E+13,199,42,0.5,9.6,8.1,14.1,4.3,9.2,8.9,933.71,0.01,8.11,9.25,115.91
4.33127E+13,174,47,0.8,10.7,9,17,4,10.6,9.5,933.71,0.01,8.96,10.65,149.72
4.33127E+13,124,36,0.3,20.8,14.3,21.2,6,15.4,13.9,297.09,0.04,14.27,15.4,177.44
4.33127E+13,158,44,0.5,20,14,24.1,4,18.9,17,381.97,0.04,14.01,18.95,330.4
4.33127E+13,186,55,0.7,19.9,13.2,19.6,5.9,15.1,13.9,650.77,0.04,13.16,15.14,505.18
4.33127E+13,59,6,0.4,22.7,16.8,19.7,9.6,17.3,16.8,268.8,0.04,16.75,17.26,241.03
4.33127E+13,94,6,0.3,18.5,15,21.2,4.5,17.4,14.3,339.53,0.03,15.01,17.36,170.85
4.33127E+13,95,7,0.3,22.6,14.9,26,5,19.9,18.8,198.06,0.05,14.95,19.89,221.75
4.33127E+13,100,12,0.3,23.6,17.5,26.5,5.6,22.3,20.9,226.35,0.06,17.46,22.28,328.95
4.33127E+13,138,20,0.5,19.1,16.8,32,5.3,21.4,20.9,565.88,0.03,16.75,21.4,470.49
4.33127E+13,107,19,0.6,19.5,17.2,32,7.8,20.4,20.3,650.77,0.03,17.16,20.41,598.74
4.33127E+13,91,40,0.8,20.6,15.6,21.3,8.2,16.6,16.5,537.59,0.04,15.57,16.6,384.84
4.33127E+13,152,35,0.7,19.4,18,32.4,5.4,22.2,20.9,650.77,0.03,18.04,22.24,543.38
4.33127E+13,126,38,0.7,19.4,16.1,27.4,6.7,18.2,17,565.88,0.03,16.06,18.16,411.51
4.33127E+13,62,9,0.3,32.6,20.8,30.8,7,24,23.1,240.5,0.09,20.77,23.97,636.06
4.33127E+13,73,22,0.3,27.9,19.7,27,12.2,21.7,19.9,226.35,0.06,19.72,21.67,375.38
4.33127E+13,192,8,0.4,44.1,26.7,32.9,20,28,27.2,113.18,0.16,26.69,28.05,635.15
4.33127E+13,147,29,0.6,34.5,23.8,38.7,7.4,30.8,27.7,311.24,0.11,23.77,30.84,1303.76
4.33127E+13,97,9,0.3,46.6,27.2,39,19,27.8,30,84.88,0.17,27.23,27.81,501.98
4.33127E+13,98,10,0.4,40.9,27.2,34.7,18.5,28.9,28,113.18,0.14,27.23,28.95,471.9
4.33127E+13,111,23,0.3,30.3,21.6,27.5,9.4,23.1,21.7,169.77,0.08,21.58,23.11,344.66
4.33127E+13,162,50,0.3,28.6,21.6,27.8,9.1,22.9,21.9,381.97,0.07,21.59,22.91,637.1
4.33127E+13,466,90,0.7,34.5,24.6,31.3,14,26.5,26.1,297.09,0.1,24.56,26.53,878.2
4.33127E+13,132,12,0.5,34.4,22,25,15.1,22.4,22.9,226.35,0.1,22.02,22.44,502.04
4.33127E+13,136,16,0.6,35.6,22.5,29.6,7.9,23.7,23.6,169.77,0.11,22.48,23.74,496.28
4.33127E+13,108,20,0,51.8,32.7,40,24.5,35.4,30.5,56.59,0.23,32.73,35.4,275.3
4.33127E+13,193,17,0.7,22.7,20.2,30,9,25.4,24.8,551.74,0.05,20.16,25.39,852.53
4.33127E+13,194,18,0.7,20.9,21.8,32,9.6,25.1,24.9,877.12,0.04,21.84,25.15,808.26
4.33127E+13,106,18,0.7,19.6,21.4,39.6,9.2,25.4,25.9,877.12,0.03,21.39,25.43,814.73
4.33127E+13,471,95,0.2,8.5,4.8,8.7,2.9,5.2,5.1,396.12,0.01,4.77,5.23,22.13
4.33127E+13,462,6,0.3,7.2,5.5,7.8,3.6,5.6,5.4,438.56,0,5.46,5.57,36.57
4.33127E+13,463,7,0.5,8.1,6.5,11.4,4.3,6.9,6.7,537.59,0.01,6.55,6.85,105.07
4.33127E+13,461,5,0.7,8.9,5.9,8.9,2.5,6.5,6.1,650.77,0.01,5.93,6.53,103.48
4.33127E+13,204,50,0.2,8.8,7.6,11,4.3,8.1,7.8,240.5,0.01,7.63,8.12,28.09
4.33127E+13,203,49,0.4,7.8,7.3,12.3,3.7,8.5,8,580.03,0.01,7.28,8.46,50.31
4.33127E+13,473,97,0.7,14,7.5,18.5,3.5,10.6,8.1,381.97,0.02,7.47,10.62,73.49
4.33127E+13,60,7,0.3,17.1,10.8,18.5,5,12.9,11.4,226.35,0.03,10.81,12.91,141.99
4.33127E+13,202,48,0.3,18.1,11.3,22.7,4.5,14.7,13.5,424.41,0.03,11.31,14.74,321.79
4.33127E+13,128,40,0.3,17.3,11,20.8,4.7,15.7,13.2,240.5,0.03,10.98,15.67,168.59
4.33127E+13,198,41,0.5,11.1,10.4,16.7,4,11.7,11.2,933.71,0.01,10.43,11.72,145.81
4.33127E+13,102,14,0.5,14.6,13,35.2,3.3,21.3,18.8,481,0.02,12.98,21.26,261.72
4.33127E+13,175,48,0.6,12,10.8,15.2,5.1,11.9,11.4,735.65,0.01,10.77,11.9,167.46
4.33127E+13,184,49,0.7,11.9,10,14.9,4.8,11.4,10.9,820.53,0.01,10.01,11.38,145.95
4.33127E+13,96,8,0.3,27.7,17.6,31.3,8.5,22,19,155.62,0.07,17.63,22.01,368.27
4.33127E+13,163,51,0.3,19,15.4,21.2,5.2,17.7,16.9,169.77,0.03,15.4,17.69,74.78
4.33127E+13,131,11,0.6,24.4,16.1,25.9,7,19.2,16.9,325.38,0.05,16.09,19.16,379.47
4.33127E+13,134,14,0.6,23.5,14.3,30,4.5,23,19.4,226.35,0.06,14.33,22.98,514.6
4.33127E+13,104,16,0.4,18.4,12.9,22.7,4.3,17.8,14.7,325.38,0.04,12.89,17.83,288.47
4.33127E+13,90,39,0.8,22.2,17,22,10.5,17.5,16.7,424.41,0.04,17.02,17.53,407.12
4.33127E+13,101,13,0.8,26.4,15.5,37.5,5,23,20.7,282.94,0.07,15.54,23.01,673.36
4.33127E+13,190,6,0.3,34,20.9,33.9,10,30.2,25,113.18,0.13,20.91,30.17,618.54
4.33127E+13,191,7,0.3,44.1,28.4,33.6,23.1,29.5,28.4,99.03,0.16,28.44,29.45,697.5
4.33127E+13,69,17,0.7,26.7,16.9,27.6,5.6,21.2,19.1,381.97,0.07,16.89,21.25,820.49
4.33127E+13,70,18,0.7,27.9,21.2,28,9,24.4,23.3,297.09,0.07,21.19,24.36,687.23
4.33127E+13,133,13,0.5,27.7,19.1,31,6.7,25.1,21.1,268.8,0.08,19.12,25.12,819.14
4.33127E+13,103,15,0,18.1,15.1,28.6,7,22.1,19.4,410.27,0.03,15.13,22.06,393.7
4.33127E+13,105,17,0.7,39.1,17.5,26.8,4.9,24.6,24.4,113.18,0.19,17.5,24.65,787.04
4.33127E+13,116,28,0,28.2,20.6,27.9,4,23.4,22.8,169.77,0.07,20.57,23.37,364.04
4.33127E+13,118,30,0,41.6,23.8,34,4,28.3,27.7,169.77,0.17,23.83,28.34,1096.01
4.33127E+14,205,104,0.3,21.6,16.6,22.2,7.8,18.6,18,353.68,0.04,16.61,18.64,208.68
4.33127E+14,206,105,0.3,26.2,18.9,23.2,10.3,19.8,19.6,325.38,0.06,18.91,19.85,260.62
4.33127E+14,207,106,0.4,22.5,20.8,29.5,4.3,23.2,22.5,481,0.04,20.78,23.22,300.37
4.33127E+14,208,107,0.3,22.1,20.7,30.8,10.1,22.8,20.9,537.59,0.04,20.68,22.8,313.9
4.33127E+14,479,103,0.2,8.9,7.3,14.9,3.6,10.2,8.6,396.12,0.01,7.3,10.24,29.63
4.33127E+14,477,101,0.5,8,5.6,12.7,2.1,6.9,6.4,707.36,0.01,5.55,6.92,311.61
4.33127E+14,478,102,0.5,6.9,4.6,5.9,3.3,4.7,4.7,707.36,0,4.62,4.75,28.81
4.33127E+14,476,100,0.7,7,5.3,11,3,6.3,6,820.53,0,5.25,6.33,214.62
